date;time;location;operator;flight_tag;aircraft_type;aircraft_reg;cn_ln;accident_type;fatalities;total_crew;dead_names
01/20/1958;22:52;Near La Paz, Bolivia;TAM (Bolivia);None;Douglas DC-3;TAM-04;None;Other;11;11;[Sameer Douglas,Desirie Lorens,Vittoria Brad,Thalia Armando,Annelies Ludwig,Penny Wesley,Cassity Meade,Tekia Matthus,Aleisa Berkly,Shelia Eberhard,Elysia Andrej]
02/01/1958;08:15;Rio de Janeiro, Brazil;Loide Aereo Nacional;None;Douglas DC-4;PP-LEM;18336;Unknown;5;73;[Aliki Abramo,Kateena Rustin,Mykah Tamas,Lorina Mike,Juniper Niles]
02/01/1958;19:15;Norwalk, California;Military - U.S. Air Force / Military U.S. Air Force;None;Douglas C-118A / Lockheed P2V-5F;53-3277A/127723;44622/;Other;41;41;[Job Bentlee,Shalom Federico,Dashaun Angelico,Tahir Mannie,Alisse Kahaleel,Kamel Ogdon,Emil Niki,Tamer Reinold,Davonne Niles,Marciano Roderich,Carter Brady,Vang Bail,Corneisha Peterus,Daniele Upton,Jillyn Kirby,Shalea Gene,Kesia Ram,Job Hunfredo,Chett Daven,Her Evelyn,Danyell Armando,Ronald Hughie,Molly Randal,Dajon Brnaba,Paola Jere,Keitha Briggs,Shaquela Dewain,Sharyn Jarid,Moya Dougy,Chelcie Hal,Mariana Marshal,Chinwe Sansone,Tolulope Bruno,Lindzie Tod,Hays Ernesto,Sylver Bram,Messiah Sullivan,Marquelle Brett,Sinead Kenton,Bakari Bradly,Quienton Chrisy]
02/06/1958;16:03;Munich, Germany;British European Airways;609;Airspeed Ambassador AS-57;G-ALZU;5217;Unknown;23;44;[Kiyana Gustaf,Tenley Wally,Bernhard Wesley,Roman Rhys,Eather Nathanael,Inez Kiel,Lasean Reinold,Elon Calv,Tabbetha Grantham,Kenetra Creight,Liliano Towny,Thorn Hort,Cha Seth,Kamia Kristian,Yana Judd,Marbella Roley,Shandee Nichole,Karena Aron,Rika Zack,Malena Alf,Elizabet Giavani,Kashonna Alard,Paulanthony Angel]
02/15/1958;22:24;Mount Vesuvius, Italy;Military - U.S. Air Force;None;Douglas VC-47A;42-93817;13771;Other;16;16;[Farley Keir,Shawntel Gran,Channelle Merrill,Micale Wolfy,Coreen Lucho,Fantasia Dick,Tessy Fabian,Kayla Whit,Abbi Domingo,Korinne Rustie,Heavenly Olin,Shani Demetre,Electra Alfonso,Ashlie Richy,Brienne Gib,Sheri Arch]
02/19/1958;20:48;Raiatea, French Polynesia;Reseau Aerien Interinsulaire;None;Consolidated PBY-5A  Catalina;F-AOVV;296;Weather;15;15;[Macy Vachel,Giovanny Stillmann,Shamel Stacee,Markesha Irwinn,Servando Somerset,Cristina Gardie,Makeba Maddy,Alphonso Keary,Robbyn Rafaello,Tenna Thorny,Xia Thaxter,Kindle Quentin,Hayley Javier,Jadon Isa,Rueben Jonas]
02/19/1958;01:14;Cairo, Egypt;KLM Royal Dutch Airlines;543;Douglas DC-6B;PH-DFK;43552;Unknown;1;21;[Malia Pete]
02/20/1958;05:35;Off Corvo Island, Azores;Military - U.S. Navy;None;Lockheed WV-2;BU-141310;4434;Unknown;22;22;[Lawonda Garik,Porchia Bartholomew,Francheska Ari,Khristen Merv,Honora Ruprecht,Jeannie Goraud,Ashira Harmon,Abigal Casper,Sedale Merwyn,Renae Osbourne,Krystall Arney,Nakeita Torry,Saman Arlin,Mirranda Raimund,Pearlie Eduard,Kartina Monti,Demon Jock,Kalib Laughton,Francesca Brewster,Victoria Skipton,Krish Finley,Nickia Orin]
02/27/1958;09:45;Horwich, Lancs, England;Silver City Airways;None;Bristol 170 Freighter 21;G-AICS;12762;Shot down;35;42;[Tempestt Eward,Ernesto Waverly,Fabiola Mason,Kelsie Claiborne,Hasani Cyril,Junior Von,Sayuri Vlad,Valarie Richie,Branon Kenon,Marke Jamaal,Yara Irwinn,Johnetta Gilburt,Malaina Gustavo,Kaycee Kenn,Rosalynn Gris,Lavona Shelden,Kodi Benyamin,Lesa Dunn,Geary Rickie,Tali Amery,Farren Gerhard,Natonya Leicester,Kenta Alleyn,Kerensa Willy,Yun Vern,Tashina Vail,Laconia Benedicto,Deserie Carney,Keah Lamond,Nicodemus Baxie,Travis Kelby,Chyla Sigmund,Miyoshi Wiatt,Lenea Teodoro,Cayce Hugues]
03/07/1958;12:02;Menzalah Lake, Egypt;Misrair;None;Vickers 628 Viking 1B;SU-AGN;196;Unknown;8;26;[Pervis Hobart,Kavon Ernie,Claude Manolo,Sherea Quent,Zoltan Konrad,Shere Larry,York Bennie,Jimi Iggy]
03/07/1958;19:45;Off Ryukyu Islands, Okinawa;Military - U.S. Marine Corps/Military - U.S. Marine Corps;None;Fairchild R4Q / Dougas AD-6 skyraider;129741/135350;10570;Other;26;26;[Halena Maurizio,Milan Cleve,Portia Neale,Marta Yard,Genieve Alick,Shineka Anders,Nitasha Bailie,Eden Bent,Arelys Jedd,Jarryd Farrell,Laneesha Ivar,Jaslynn Stavros,Mimi Silvain,Matias Jimmy,Shenee Had,Edwin Barnie,Serita Immanuel,Estera Erv,Jarin Cole,Ellery Torrance,Tziporah Ashbey,Shauntavia Kean,Kennon Logan,Cathlyn Adolphe,Montrelle Juan,Quenton Andras]
03/22/1958;02:05;Grants, New Mexico;Private;None;Lockheed 18 Lodestar;N300E;2312;Shot down;4;4;[Roxy Portie,Duwan Antonio,Loriana Glendon,Akisha Sterne]
03/24/1958;18:49;Near Kathmandu, Nepal;Indian Airlines;None;Douglas DC-3;VT-CYN;19988;Unknown;20;20;[Jaya Nahum,Allison Jean,Anniemarie Davin,Verlon Napoleon,Guadalupe Noe,Abrianna Rockie,Mandi Karlan,Macall Mycah,Desma Locke,Venetta Ozzie,Cain Rice,Kyrstal Willdon,Samnang Kalil,Ronel Lee,Nilesh Errick,Dezaree Giles,Lakeidra Rodrick,Parker Ham,Han Conan,Laresa Thatcher]
03/25/1958;00:06;Miami, Florida;Braniff Airlines;971;Douglas DC-7-C;N5904;45072/793;Unknown;9;24;[Ricardo Banky,Eboni Ed,Tarvaris Mikol,Portia Del,Meeghan Tony,Favio Lemmy,Forest Con,Quantisha Neddie,Sundeep Quinn]
03/27/1958;16:15;Bridgeport, Texas;Military - U.S. Air Force / Military U.S. Air Force;None;Douglas C-124C / Fairchild C-119C;52-981A/49-195A; 43890 /10432;Other;18;18;[Chimera Stevie,Bernard Nefen,Denay Mendel,Rola Gunner,Kassy Denny,Willia Linus,Shakenia Ermanno,Brondon Daniel,Keyatta Karoly,Dedrick Sheffield,Gifford Rutledge,Phoua Stanislaw,Dontavis Darn,Makenzie Alphard,Santiago Eduardo,Melida Beltran,Janene Rand,Toneka Peterus]
04/02/1958;07:48;Quito, Ecuador;Transportes Aereos Orientales;None;Junkers JU-52/3m;HC-SND;J5109;Other;3;14;[Keeli Oby,Ryle Dwain,Male Jethro]
04/06/1958;23:19;Freeland, Michigan;Capital Airlines;67;Vickers Viscount 745D;N7437;135;Unknown;47;47;[Taureon Sean,Janette Natty,Stafanie Perkin,Chasitty Karl,Trinidad Pen,Alexsandra Tally,Emmalynn Duke,Normandy Briant,Kashawn Port,Patrick Hobard,Nyema Ches,Jackee Artie,Garnell Geoffrey,Jenson Russ,Princessa Redd,Rasheda Cristian,Manuella Mike,Rajah Francklyn,Elaine Moore,Michalle Patsy,Lititia Sammy,Andrea Clywd,Selicia Thibaud,Quentez Trip,Porsche Paddy,Trenna Brendis,Nathali Winnie,Joas Murdoch,Baylor Tedd,Aislinn Brooke,Blythe Cos,Jeffory Corbin,Absalon Edgar,Tien Alix,Kateland Octavius,Shakima Ingmar,Corney Dion,Mercedez Emmit,Pieter Vittorio,San Huntlee,Diara Dalton,Jalil Carter,Chao Eldredge,Jan Arty,Arianne Creigh,Allecia Perry,Romale Gonzalo]
04/07/1958;09:00;Mt. Illiniza, Ecuador;AREA;222;Douglas DC-3;HC-ACL;19779;Unknown;32;32;[Octavis Grove,Jai Trace,Almarosa Maxy,Phoenix Elmore,Emilly Johnathon,Diann Rayner,Adriana Shermie,Evelin Irwinn,Lynnette Bayard,Kena Ethelred,Jajuan Arnaldo,Mortez Ches,Lashanta Gaylord,Shaunta Ivor,Kary Filmer,Orie Bernarr,Jessenia Beaufort,Alysha Wood,Aftin Torry,Lapria Willis,Rashidah Lonny,Ramia Tim,Gwynne Elvyn,Joleen Brnaba,Bhavesh Moss,Janeal Claudian,Sherkia Darren,Candise Car,Shaylee Witty,Tasheema Kean,Shola Orran,Annel Maxwell]
04/14/1958;21:07;Off Castell de Fels, Spain;Aviaco;None;De Havilland DH-114 Heron 2D;EC-ANJ;14113;Weather;16;16;[Miracle Conrado,Lonnie Franklyn,Albin Andrej,Riann Burnaby,Airika Corey,Farrah Pooh,Markella Nefen,Sharnelle Joey,Jamez Nicol,Takina Pinchas,Kees Nevile,Karle Allister,Shaneice Jon,Paxton Winn,Buford Mozes,Jammy Juan]
04/21/1958;08:30;Near Sloan, 10 miles SW of Las Vegas, Nevada;United Air Lines / Military - U.S. Air Force;736;Douglas DC-7 / F-100F;N6328C/56-3755;45142 /243-31;Other;49;49;[Aneka Hastie,Jerrilyn Hadley,Ema Holmes,Shem Brooke,Patrice Ingra,Kelsie Abba,Burak Galvan,Jontel Goddart,Graeme Giraud,Victoriana Justen,Jurell Griswold,Early Gabriello,Lajoy Erin,Latara Pete,Zarina Gherardo,Tod Barry,Shanessa Khalil,Rolandas Shea,Imelda Oberon,Janey Russell,Denessa Cameron,Philippa Marven,Shenee Ange,Javonda Myrwyn,Callum Shayne,Monigue Chaunce,Rayla Gordie,Delana Arv,Maegen Derek,Cam Jamil,Manny Brett,Kallie Jeremiah,Jonelle Felic,Elis Wolfy,Jerett Gannie,Monque Care,Bryna Solomon,Deontra Archie,Artavius Kenn,Jaquelyn Rolfe,Daylon Maurise,Gunnar Nikki,Aarn Shep,Osualdo Smitty,Steffani Rollin,Tarron Linus,Lenise Robbie,Lev Chuck,Carmen Wernher]
05/15/1958;20:18;New Delhi, India;Pakistan International Airlines;205;Convair CV-240-7;AP-AEH;52;Unknown;21;38;[Jemia Prince,Darbi Bronson,Rodrigus Waldon,Rossy Sauveur,Donovan Salomon,Rickey Igor,Monte Maurie,Stirling Taite,Clarance Farlay,Ratha Lorne,Barclay Gerick,Matia Marco,Dommonique Rodge,Cheron Bendicty,Travoris Alex,Athina Korey,Khalfani Ebenezer,Orie Clyve,Tyffanie Sayers,Wally Otto,Ishah Tracie]
05/16/1958;04:52;Chatenoy, France;British European Airways;None;Douglas C-47A;G-AGHP;9408;Other;3;3;[Shandrika Callean,Danisha Araldo,Mekos Skipton]
05/18/1958;04:25;Near Casablanca, Morocco;Sabena;None;Douglas DC-7C;OO-SFA;45157/737;Malfunction;65;69;[Abdullah Merrill,Marcquis Quinton,Evens Gaile,Tisheena Hillard,Kenley Tracy,Brynn Terrence,Marguita Tamas,Lacinda Winnie,Falen Horace,Shareef Dannie,Jermon Victoir,Santina Sasha,Phoua Evelyn,Aliki Merill,Ashlyn Kevin,Placido Parke,Latise Wilton,Ademola Berk,Tad Thorny,Tarek Brooke,Marcos Paddie,Bryan Troy,Shuan Theo,Shawntavia Stan,Sinclair Farleigh,Jamere Stanislaus,Veronica Tomas,Reta Ozzy,Tamitha Alisander,Yousif Faber,Donte Maxie,Westin Rochester,Fred Geri,Adley Morty,Kyoko Rex,Rashel Frederigo,Lionell Shanan,Elija Harper,Nima Aldwin,Christobal Baxy,Garet Zebadiah,Brittini Traver,Montavious Yuma,Romar Rem,Ediberto Caspar,Damien Jesse,Saint Sanderson,Redmond Denis,Suzanne Francisco,Seyed Findley,Shian Salomon,Navid Odey,Tylar Eldon,Shirah Fred,Dawnyel Gibb,Burgess Brian,Valinda Bevan,Meliss Jon,Celines Alberto,Pia Casey,Emilee Clay,Jacek Tobie,Karmin Blair,Kimo Quintus,Gary Ragnar]
05/20/1958;11:29;Brunswick, Maryland;Capital Airlines / Military - Air National Guard;300;Vickers Viscount 745D / T-33A;N7410/53-5966;108;Other;12;13;[Keturah Herbie,Kush Fredric,Kirsty Hamlen,Nancyann Mattias,Shameika Tanney,Lannette Giuseppe,Lawrence Isidore,Jamesedward Spencer,Desirai Bran,Phylicia Berk,Dionisia Donal,Brittinie Stern]
05/25/1958;16:37;Gurgaon, India;Dan-Air Services;None;Avro 685 York C-1;G-AMUV;MW226;Other;4;5;[Ranelle Cass,Rockford Martie,Laketa Hi,Rockell Grover]
05/31/1958;23:54;Rio de Janeiro, Brazil;Paraense Transportes Aereos;None;Curtiss C-46D;PP-BTB;33304;Unknown;4;4;[Renea Dino,Arlisha Vasili,Hubert Luca,Jovaughn Wilbur]
05/31/1958;06:28;SW of Algiers, Algeria;Air France;None;Douglas DC-3;F-BHKV;20001;Unknown;15;15;[Ladora Tiler,Val Grantham,Tomesha Gayelord,Franklyn Spense,Cranston Waylin,Sanquetta Eamon,Salvador Luca,Jamon Randie,Margan Beck,Talib Hew,Ceasare Ring,Brettney Maxie,Melania Merell,Kalenna Alessandro,Rayford Marchall]
06/02/1958;05:23;Manila, Philippines;Pan American World Airways;None;Boeing 377 Stratocruiser 10-26;N1023V;15923;Unknown;1;57;[Venancio Hewitt]
06/02/1958;22:06;Near Guadalajara, Mexico;Aeronaves de Mexico;None;Lockheed 749A Constellation;XA-MEV;2665;Unknown;45;45;[Ky Grannie,Zaynah Aldous,Halleh Terrance,Alston Tymothy,Jarren Wiatt,Keldrick Alvis,Lashell Dexter,Phillis Gunther,Loriel Maurise,Laqueta Ritchie,Alicyn Horatio,Jania Chico,Larren Huntington,Kelii Vincenz,Auren Ber,Ebonye Vladamir,Leiha Ermin,Chatara Greggory,Alysson Kelwin,Pamela Gale,Francesco Ferd,Lieren Shaun,Zita Luca,Stasia Monti,Bhavin Ab,Canaan Alanson,Sheyla Franciskus,Natessa Murdock,Josclyn Wyatt,Maybelline Barret,Imani Shaw,Bronson Tobe,Suzanne Earle,Ashea Francklin,Gerry Tris,Yousef Goran,Toya Calhoun,Yajayra Forrester,Riko Ara,Sakeena Far,Carola Jarret,Arlin Man,Jaquita Hymie,Arti Kristofer,Todd Denys]
06/04/1958;13:58;Martinsburg, West Virginia;Capital Airlines;None;Douglas DC-3;N49553;4820;Unknown;1;3;[Shada Ichabod]
06/09/1958;11:50;Magadan Oblast, Russia;Aeroflot;105;Ilyushin IL-12;CCCP-L1364; 30 082;Unknown;24;24;[Raena Aluin,Jarmal Hugo,Lavetta Stanislaus,Taylore Jermain,Tyrome Garek,Nateasha Sergio,Colette Frederich,Huriel Bertrando,Vern Drew,Lavita Michel,Talaya Ethelred,Shain Pebrook,Dontae Allen,Leon Smith,Kori Rolph,Ahmed Rufus,Shequita Hoebart,Terasa Thedrick,Chandelle Maximilianus,Crystalyn Garrard,Sheera Ram,Berkeley Ilario,Draper Dill,Leshae Sheppard]
06/16/1958;17:45;Curitiba, Brazil;Cruzeiro do Sul;None;Convair CV-440-59;PP-CEP;493;Unknown;21;26;[Johnny Paddie,Diamond Tommie,Charmaine Giffard,Aleena Ernesto,Markeya Regen,Shealyn Pepito,Nola Melvyn,Bryon Andreas,Deljuan Bern,Corri Earl,Telisha Corny,Johua Sherman,Jilliam Gradey,Nadim Koenraad,Mega Gonzalo,Sada Mahmud,Dezerae Tod,Gracia Rollins,Marquite Cullen,Leola Hakeem,Deatra Ennis]
06/25/1958;11:00;Mohanbari, India;Indian Airlines;None;Douglas C-47A;VT-COJ;10051;Malfunction;5;7;[Rheannon Wood,Aya Redford,Christohper Yorgos,Mysha Ewart,Stanton Jonah]
06/27/1958;00:30;Near Chicopee Falls, Massachusetts;Military - U.S. Air Force;None;Boeing KC-135A;56-3599A;17348;Unknown;15;15;[Adams Ancell,Natasa Jase,Benajamin Rolando,Channin Benn,Summer Brannon,Vander Yancey,Rhea Finlay,Pricila Jerad,Mehgan Weber,Alix Shep,Khalfani Rudyard,Angelia Dunc,Shalice Lenci,Sujey Efren,Layla Chuck]
07/09/1958;14:05;Dhaka, Baangladesh;Indian Airlines;None;Douglas C-47A;VT-CYM;19317;Unknown;3;3;[Monica Keefer,Anthoney Stanwood,Coty Chen]
08/09/1958;01:14;Benghazi, Libya;Central African Airways;None;Vickers Viscount 748D;VP-YNE;102;Unknown;36;54;[Tyeshia Hall,Mekia Gerrard,Ed Powell,Alita Giovanni,Jazmen Sollie,Taleisha Say,Chriselda Freedman,Jonathandavid Garrott,Ashia Massimo,Rebecka Yard,Aleena Edik,Jessicia Dallis,Marco Kean,Kittie Jeramie,Quenton Hurleigh,Sharis Griffin,Sahara Griffin,Garen Dru,Jamesha Merwyn,Kevina Jamey,Davien Meryl,Tamesha Rustin,Flavio Mose,Kaysie Quinton,Golden Aristotle,Kizzy Brewer,Trinette Wilt,Carri Brennan,Havilah Fleming,Edgardo Bar,Tauna Marlo,Bryne Gregoor,Takeya Barnabas,Amberleigh Orazio,Nichlous Bren,Shanteria Silvanus]
08/11/1958;19:00;Near Belem, Brazil;Loide Aereo Nacional;None;Douglas DC-4;PP-LEQ;10544;Unknown;10;11;[Lazer Haily,Polly Allan,Kaylyn Boot,Martiza Baily,Lynsi Gardie,Krystine Mario,Elica Ferdy,Nanci Barri,Najla Purcell,Rockwell Erwin]
08/12/1958;01:03;Sakiya Saugye, Japan;All Nippon Airways;None;Douglas DC-3;JA5045;7336;Malfunction;33;33;[Samanth Claudell,Romone Dallon,Vern Isa,Olympia Richie,Shirleen Spense,Shella Kingston,Desa Loydie,Magali Bing,Ramzy Aubert,Tilton Xymenes,Chisum Andrej,Niasha Mac,Chadric Dexter,Ivy Man,Nyiesha Rainer,Riane Huntley,Makala Percival,Sydnee Jerald,Kash Shane,Issiah Creighton,Maurice Jaimie,Penn Brien,Rayon Demott,Garey Lawry,Samanthia Dimitry,Shmeka Torry,Dinelle Dickie,Amera Vince,Mana Jeddy,Janathan Barnabe,Tamekia Wolf,Tomer Sayre,Otto Hansiain]
08/14/1958;03:45;North Atlantic Ocean, 100 miles W of Galway Bay, Ireland;KLM Royal Dutch Airlines;607E;Lockheed 1049H Super Constellation;PH-LKM;4841;Unknown;99;99;[Liam Anthony,Lititia Cullin,Gini Serge,Jecory Skipper,Breana Grove,Kee Fabe,Lincoln Urbano,Charlotte Westley,Terence Durante,Jehna Florian,Jesie Pennie,Pierson Leonard,Hollyanne Thatcher,Cristhian Darnall,Jayla Alejandro,Jessicca Scott,Klaudia Justin,Moniqua Dale,Antroine Leupold,Adrena Oren,Priya Hew,Markeita Lucio,Yisroel Casey,Francie Perice,Jamillah Neil,Prentice Roscoe,Shelby Cyrus,Mansour Aymer,Kristylee Terence,Alok Marlow,Janaya Sterne,Lawrance Lucias,Sylivia Kerby,Nunzio Hal,Ava Eugenius,Shondell Niel,Jude Jae,Cederick Eward,Arah Giraldo,Camdon Claybourne,Shar Herbert,Haleigh Christoper,Justyne Nev,Marquail Renado,Bobbijo Anson,Delante Kenton,Teffany Gerrie,Toran Archaimbaud,Stasha Alvan,Tanesia Miller,Barbie Lukas,Lamberto Abbot,Christipher Che,Tylicia Raoul,Laroy Gan,Denise Alphard,Mykah Hobart,Akram Jack,Charina Peter,Deanglo Ferrell,Gissela Claudianus,Toneshia Obediah,Helaina Benn,Shakima Augy,Kasie Fredek,Madeleine Konstantine,Dontre Tamas,Kainoa Bartlett,Dany Siward,Lena Emmy,Sahib Samuel,Yahaira Dilly,Juniper Godfry,Lashell Tymon,Chivonne Udall,Christina Farly,Sherrina Luciano,Samory Bud,Aftan Pepillo,Korrine Rees,Stanely Bron,Claude Merell,Dywane Jeramie,Mirissa Hew,Kula Evelyn,Lorien Christoper,Tymika Murry,Maricarmen Jeffry,Byrant Wilek,Jermane Boy,Beverley Harbert,Leota Rog,Hollie Korey,Cain Pearce,Colleen Rube,Eneida Benyamin,Elessa Travis,Micole Granger,Deontay Ruprecht]
08/15/1958;23:34;Nantucket, Massachusetts;Northeast Airlines;258;Convair CV-240-2;N90670;90;Other;25;34;[Breeana Raymond,Riko Syman,Sabastian Charlton,Lucrecia Tynan,Corynn Thaddeus,Kennya Palmer,Kashaun Reg,Carrington Jock,Lemar Kipp,Rashauna Berton,Millard Jo,Deniqua Algernon,Diamantina Johan,Carissa D'Arcy,Carola Uri,Markelle Winslow,Azusena Kendricks,Montoya Claiborne,Fatina Henry,Toneshia Bertram,Laporche Tedie,Amaya Gonzalo,Dewarren Xever,Lyly Barnebas,Brockton Eb]
08/15/1958;22:20;Near Chita, Russia;Aeroflot;None;Tupolev TU-104-A;CCCP-L5442;7350303;Unknown;64;64;[Zipporah Goraud,Rashi Clevie,Randa Burke,Monque Christophe,Dariel Alfons,Cristyn Austin,Sokha Hurley,Natali Alva,Duong Noel,Geana Calv,Tascha Tedie,Donell Saw,Venetia Yul,Laura Nick,Esme Hale,Arnel Tiebold,Chancelor Uriel,Belicia Hubey,Tove Brander,Salomon Christophe,Ellise Derwin,Belen Keenan,Alonzo Mayor,Philomena Pace,Butch Saunderson,Ileana Gardner,Sierria Carny,Tambi Riordan,Eren Jermayne,Hashem Andris,Sheree Putnam,Maeve Worthy,Chistina Jarrett,Shannette Kristian,Jasmen Lauren,Paxton Eustace,Tyronn Adham,Jerrie Neville,Orrin Dudley,Antonietta My,Chinita Alasteir,Marshawn Rodge,Edana Wadsworth,Kellianne Marc,Deleon Felicio,Chelcey Alain,Dominquie Horton,Tiara Barnie,Nita Fairleigh,Tarissa Jackson,Lucile Jorge,Lorilei Wyn,Rashell Sonny,Shanterra Gordy,Jera Anatollo,Chastidy Dannel,Devoris Jabez,Luci Quintin,Resha Wilbert,Erum Wain,Jaclin Will,Shanteria Artie,Shiann Ethe,Laruen Artur]
09/02/1958;14:00;Sasnashen, Russia;Military - U.S. Air Force;None;Lockheed C-130A-II Hercules;56-0528;3136;Weather;17;17;[Jasn Gaspard,Renaud Skell,Romana Dun,Hart Caddric,Lanika Rogerio,Janie Gar,Phillip Worthington,Tishina Ruddie,Merlinda Kain,Raynor Lemmie,Darice Herbert,Quindell Thorny,Josephine Tabb,Ephriam Allen,Trinika Marc,Lucious Gerhardt,Keyundra Maury]
09/02/1958;06:10;Off Guam;Military - U.S. Air Force;None;Douglas C-124C Globemaster;52-1081A;43990;Unknown;19;19;[Terria Lester,Deldrick Hugibert,Lourdes Llewellyn,Kaela Fredric,Delray Heinrick,Cicily Em,La Alec,Michah Nels,Michaelangelo Thoma,Malea Walker,Jamye Creighton,Nikkol Reese,Vasiliki Reamonn,Cortney Darin,Aubry Allie,Sharai Silvester,Delania Frasier,Cindel Eldin,Nessa Lezley]
09/02/1958;06:32;London, England;Independent Air Travel;None;Vickers 621 Viking 1;G-AIJE;127;Unknown;3;3;[Makala Silvanus,Amberley Amery,Shevonne Mahmoud]
09/05/1958;17:30;Campina Grande, Brazil;Loide Aereo Nacional;None;Curtiss C-46A-CU;PP-LDX;30288;Unknown;14;18;[Donta Wait,Shanyn Esme,Socrates Zedekiah,Kanetha Rupert,Lyssa Kenton,Shade Levy,Rasaan Baird,Elysha Demott,Zeina Evered,Cassee Michael,Shante Ado,Jeanita Galven,Vivek Hollis,Song Orland]
09/07/1958;03:18;  Kazakh, Russia;Aeroflot;164;Aeroflot;CCCP-L1692;7342304;Malfunction;27;27;[Raiza Dewey,Denson Bernardo,Cheslie Abbe,Dujuan Nelson,Yasin Prescott,Miah Wilburt,Romale Alleyn,Shevonne Brit,Sinthia Quint,Jerman Antony,Quiana Herbert,Gem Elvyn,Latonya Evelin,Madelynn Valle,Chessica Konstantine,Argenis Thorndike,Cheyanna Fowler,Katty Merell,Penney Jereme,Renelle Elmo,Cody Angelo,Ludwig Leighton,Crawford Moishe,Hector Giffer,Kassi Lisle,Nila Kinsley,Tasneem Zerk]
09/08/1958;19:20;Near Fairchild AFB, Washington DC;Military - U.S. Air Force / Military U.S. Air Force;None;Boeing B-52 / Boeing B-52;56-661 / 56-681;464033 / 464052;Other;13;16;[Banesa Raul,Ogden Torrance,Laporcha Ronny,Kush Mattias,Almando Sheppard,Man Emery,Windsor Jarrad,Jaramie Ellery,Wykeshia Jerald,Walker Fair,Elysabeth Tucky,Vernonica Skylar,Absalon Samuele]
09/09/1958;10:16;Mount Oyama, Japan;Flying Tiger Line;None;Lockheed L-1049H Super Constellation;N6920C;4822;Shot down;8;8;[Sherrelle Ezechiel,Marcee Rube,Jeneva Irvin,Braiden Fee,Diane Fonsie,Marialuisa Tallie,Taesha Jarad,Charmagne Benjamin]
09/19/1958;07:37;Triel, France;Military - U.S. Air Force;None;Lockheed C-130A Hercules;56-0526;3134;Unknown;15;15;[Donya Ximenes,Annel Terri,Newton Remus,Rasheedah Virgil,Rowan Gordy,Davona Clarence,Rakel Parker,Afshin Munroe,Dereck Isac,Christanna Farleigh,Nakeeta Nigel,Anton Mathew,Taneesha Townsend,Eleisha Aylmar,Lor Oran]
09/19/1958;16:15;Near Lazo, Russia;Aeroflot;None;Ilyushin IL-12;CCCP-L3904;30 073;Unknown;28;28;[Emmitt Barthel,Venus Corrie,Felice Davis,Kallista Pavel,Chela Thorsten,Jermie Teodor,Cesilia Whitman,Layne Edouard,Raynell Kevan,Lakendria Correy,Vannesa Felicio,Dedric Emelen,Lynnsey Killy,Chancelor Natty,Jaymee Antoine,Quintin Nat,Demetric Zachary,Heber Ryley,Martina Ashby,Jamen Ivar,Johnrobert Hyatt,Diana Warden,Creston Gasparo,Hailey Gearard,Shandora Brewster,Nnamdi Langston,Bayley Newton,Sabas Mile]
09/29/1958;00:31;Over the Mediterranean Sea;Middle East Airlines;None;Avro 685 York I;OD-ADB;1307;Other;5;5;[Sandy Ignace,Angelika Kaspar,Gwyneth Baily,Tyrrell Theo,Ursula Kelley]
10/09/1958;18:25;Payette, Idaho;Military - U.S. Air Force;None;Fairchild C-123 Provider;55-4521A;20182;Unknown;19;19;[Brittani Norrie,Brendalis Llywellyn,Dominek Fleming,Ron Simeon,Hally Man,Tashara Glynn,Lynlee Sawyer,Terris Josiah,Takeesha Ferdinand,Estevan Creighton,Samad Forester,Shatiya Benedict,Yelitza Justus,Ellissa Nick,Rachale Tanney,Jacobo Gale,Markus Killie,Brinson Emanuel,Landen Rodney]
10/14/1958;00:22;Mt. Alto del Cedro, Venezuela;Linea Aeropostal Venezolana;None;Lockheed 1049E Super Constellation;YV-C-ANC;4575;Other;23;23;[Margalit Ethelbert,Ivery Karel,Laquinta Den,Kenson Kipper,Joshawa Aldo,Cathleen Nev,Beck Griz,Irwin Ambrose,Adwoa Kalil,Garcia Ferris,Amilcar Thatcher,Golnaz Konstantine,Traves Siward,Corinthian Franklyn,Cariann Chico,Josjeph Duncan,Shealene Dilly,Chante Tibold,Phong Ring,Charley Judd,Phat Hendrick,Javan Dorey,Rattana Krishnah]
10/15/1958;17:30;Villa Montes, Bolivia;Military - TAM (Bolivia);None;Douglas C-47A;TAM-03;13839;Other;20;20;[Javanna Maurice,Rena Nehemiah,Javonna Kort,Jeane Micky,Camilla Aguistin,Lander Anderson,Tenille Janos,Erica Hilary,Odalys Car,Marisabel Decca,Ruven Lanny,Shneur Cordie,Shatiya Joe,Delon Keenan,Chaniqua Forrest,Karlo Ransom,Marijo Gary,Semone George,Jams Ruprecht,Stefani Salvatore]
